practical_third,condition,signatory_id,AgtId,agt_dat,signatory_type,id_paax,actor_name,abbreviation,type,actor_type,un_type,country_based,iso3c,gwno,region_pax,region_geo,description,actor_id,ucdp_id,ucdp_name,ucdp_url,acled_name,acled_other,short_agt_name,PP,PPName,Con,agt_type,stage_label,date,year,agt_description,PAX_Hyperlink,PDF_Hyperlink,PA-X Page html,Agreement PDF html,Loc1ISO,Loc2ISO,UcdpCon,global_actor
1,C1,4738,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka (10/06/2003),third party,CON_277,Australia,AUL,CON,Country/State,,Australia,AUS,900,,Oceania,Australia (AUL) is a Country/State actor (Australia). ,277,156,Government of Australia,https://ucdp.uu.se/actor/156,Government of Australia (2013-),Government of Australia (2013-),"Implementation, 10 June 2003",114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Interstate/mixed,Implementation,2003-06-10,2003,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",https://pax.peaceagreements.org/agreements/1154/,https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/1154/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf"" target=""_blank"">View agreement PDF</a>",LKA,,352,Russia
1,C1,4737,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka (10/06/2003),third party,OTH_671,Central Bank of Sri Lanka,,OTH,Other,,Sri Lanka,LKA,780,Asia and Pacific,Asia,Central Bank of Sri Lanka  is a Other actor (Sri Lanka). ,671,,,,,,"Implementation, 10 June 2003",114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Interstate/mixed,Implementation,2003-06-10,2003,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",https://pax.peaceagreements.org/agreements/1154/,https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/1154/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf"" target=""_blank"">View agreement PDF</a>",LKA,,352,Russia
1,C1,4736,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka (10/06/2003),third party,IGO_87,African Union,AU,IGO,Intergovernmental Organization,,,,,,,African Union (AU) is a Intergovernmental Organization actor (international). ,87,,,,,,"Implementation, 10 June 2003",114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Interstate/mixed,Implementation,2003-06-10,2003,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",https://pax.peaceagreements.org/agreements/1154/,https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/1154/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf"" target=""_blank"">View agreement PDF</a>",LKA,,352,Russia
1,C1,4730,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka (10/06/2003),third party,IGO_436,European Commission,EU Commission,IGO,Intergovernmental Organization,,,,,,,European Commission (EU Commission) is a Intergovernmental Organization actor (international). ,436,,,,,,"Implementation, 10 June 2003",114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Interstate/mixed,Implementation,2003-06-10,2003,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",https://pax.peaceagreements.org/agreements/1154/,https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/1154/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf"" target=""_blank"">View agreement PDF</a>",LKA,,352,Russia
1,C1,4729,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka (10/06/2003),third party,IGO_5,European Union,EU,IGO,Intergovernmental Organization,,,,,,,European Union (EU) is a Intergovernmental Organization actor (international). ,5,,,,,,"Implementation, 10 June 2003",114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Interstate/mixed,Implementation,2003-06-10,2003,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",https://pax.peaceagreements.org/agreements/1154/,https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/1154/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf"" target=""_blank"">View agreement PDF</a>",LKA,,352,Russia
1,C1,4741,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka (10/06/2003),third party,CON_441,Belgium,BEL,CON,Country/State,,Belgium,BEL,211,,Europe,Belgium (BEL) is a Country/State actor (Belgium). ,441,31,Government of Belgium,https://ucdp.uu.se/actor/31,Government of Belgium (2019-2020),Government of Belgium (2019-2020),"Implementation, 10 June 2003",114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Interstate/mixed,Implementation,2003-06-10,2003,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",https://pax.peaceagreements.org/agreements/1154/,https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/1154/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf"" target=""_blank"">View agreement PDF</a>",LKA,,352,Russia
1,C1,4742,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka (10/06/2003),third party,CON_15,Brazil,BRA,CON,Country/State,,Brazil,BRA,140,,Americas,Brazil (BRA) is a Country/State actor (Brazil). ,15,22,Government of Brazil,https://ucdp.uu.se/actor/22,Government of Brazil (2019-),Government of Brazil (2016-2018) | Government of Brazil (2019-),"Implementation, 10 June 2003",114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Interstate/mixed,Implementation,2003-06-10,2003,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",https://pax.peaceagreements.org/agreements/1154/,https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/1154/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf"" target=""_blank"">View agreement PDF</a>",LKA,,352,Russia
1,C1,4783,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka (10/06/2003),third party,IGO_672,UN Office on Drugs and Crimes,UNODC,IGO,Intergovernmental Organization,United Nations,,,,,,UN Office on Drugs and Crimes (UNODC) is a Intergovernmental Organization actor (international). ,672,,,,,,"Implementation, 10 June 2003",114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Interstate/mixed,Implementation,2003-06-10,2003,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",https://pax.peaceagreements.org/agreements/1154/,https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/1154/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf"" target=""_blank"">View agreement PDF</a>",LKA,,352,Russia
1,C1,4743,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka (10/06/2003),third party,CON_292,Brunei,BRU,CON,Country/State,,Brunei,BRN,835,,Asia,Brunei (BRU) is a Country/State actor (Brunei). ,292,,,,Government of Brunei (1984-),Government of Brunei (1984-),"Implementation, 10 June 2003",114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Interstate/mixed,Implementation,2003-06-10,2003,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",https://pax.peaceagreements.org/agreements/1154/,https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/1154/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf"" target=""_blank"">View agreement PDF</a>",LKA,,352,Russia
1,C1,4744,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka (10/06/2003),third party,CON_11,Canada,CAN,CON,Country/State,,Canada,CAN,20,,Americas,Canada (CAN) is a Country/State actor (Canada). ,11,4,Government of Canada,https://ucdp.uu.se/actor/4,Government of Canada (2015-),Government of Canada (2015-),"Implementation, 10 June 2003",114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Interstate/mixed,Implementation,2003-06-10,2003,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",https://pax.peaceagreements.org/agreements/1154/,https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/1154/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf"" target=""_blank"">View agreement PDF</a>",LKA,,352,Russia
1,C1,4745,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka (10/06/2003),third party,CON_20,China,CHN,CON,Country/State,P5,China,CHN,710,Asia and Pacific,Asia,China (CHN) is a Country/State actor (China). ,20,135,Government of China,https://ucdp.uu.se/actor/135,Government of China (2012-),Government of China (2012-) | Government of China (2017-) Hong Kong Special Administrative Region | Government of China (2019-) Macau Special Administrative Region,"Implementation, 10 June 2003",114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Interstate/mixed,Implementation,2003-06-10,2003,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",https://pax.peaceagreements.org/agreements/1154/,https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/1154/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf"" target=""_blank"">View agreement PDF</a>",LKA,,352,Russia
1,C1,4746,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka (10/06/2003),third party,CON_604,Denmark,DEN,CON,Country/State,,Denmark,DNK,390,,Europe,Denmark (DEN) is a Country/State actor (Denmark). ,604,68,Government of Denmark,https://ucdp.uu.se/actor/68,Government of Denmark (2019-),Government of Denmark (2019-),"Implementation, 10 June 2003",114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Interstate/mixed,Implementation,2003-06-10,2003,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",https://pax.peaceagreements.org/agreements/1154/,https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/1154/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf"" target=""_blank"">View agreement PDF</a>",LKA,,352,Russia
1,C1,4747,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka (10/06/2003),third party,CON_82,Egypt,EGY,CON,Country/State,,Egypt,EGY,651,,Africa,Egypt (EGY) is a Country/State actor (Egypt). ,82,117,Government of Egypt,https://ucdp.uu.se/actor/117,Government of Egypt (2014-),Government of Egypt (2012-2013) | Government of Egypt (2013-2014) | Government of Egypt (2014-) | Government of Egypt (1981-2011) | Government of Egypt (2011-2012),"Implementation, 10 June 2003",114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Interstate/mixed,Implementation,2003-06-10,2003,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",https://pax.peaceagreements.org/agreements/1154/,https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/1154/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf"" target=""_blank"">View agreement PDF</a>",LKA,,352,Russia
1,C1,4748,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka (10/06/2003),third party,CON_171,Finland,FIN,CON,Country/State,,Finland,FIN,375,,Europe,Finland (FIN) is a Country/State actor (Finland). ,171,65,Government of Finland,https://ucdp.uu.se/actor/65,Government of Finland (2019-),Government of Finland (2019-),"Implementation, 10 June 2003",114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Interstate/mixed,Implementation,2003-06-10,2003,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",https://pax.peaceagreements.org/agreements/1154/,https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/1154/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf"" target=""_blank"">View agreement PDF</a>",LKA,,352,Russia
1,C1,4749,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka (10/06/2003),third party,CON_7,France,FRN,CON,Country/State,P5,France,FRA,220,Europe and Eurasia,Europe,France (FRN) is a Country/State actor (France). ,7,33,Government of France,https://ucdp.uu.se/actor/33,Government of France (2017-),Government of France (2017-) | Government of France (2017-) French Guiana | Government of France (2017-) Guadeloupe | Government of France (2017-) Martinique | Government of France (2017-) Saint-Barthelemy | Government of France (2017-) Saint-Martin,"Implementation, 10 June 2003",114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Interstate/mixed,Implementation,2003-06-10,2003,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",https://pax.peaceagreements.org/agreements/1154/,https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/1154/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf"" target=""_blank"">View agreement PDF</a>",LKA,,352,Russia
1,C1,4750,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka (10/06/2003),third party,CON_636,Greece,GRC,CON,Country/State,,Greece,GRC,350,Europe and Eurasia,Europe,Greece (GRC) is a Country/State actor (Greece). ,636,52,Government of Greece,https://ucdp.uu.se/actor/52,Government of Greece (2019-),Government of Greece (2015-2019) | Government of Greece (2019-),"Implementation, 10 June 2003",114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Interstate/mixed,Implementation,2003-06-10,2003,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",https://pax.peaceagreements.org/agreements/1154/,https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/1154/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf"" target=""_blank"">View agreement PDF</a>",LKA,,352,Russia
1,C1,4751,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka (10/06/2003),third party,CON_601,Iceland,ICE,CON,Country/State,,Iceland,ISL,385,,Europe,Iceland (ICE) is a Country/State actor (Iceland). ,601,69,Government of Iceland,https://ucdp.uu.se/actor/69,Government of Iceland (2017-),Government of Iceland (2017-),"Implementation, 10 June 2003",114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Interstate/mixed,Implementation,2003-06-10,2003,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",https://pax.peaceagreements.org/agreements/1154/,https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/1154/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf"" target=""_blank"">View agreement PDF</a>",LKA,,352,Russia
1,C1,4728,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka (10/06/2003),third party,CON_19,United Kingdom,UKG,CON,Country/State,P5,United Kingdom,GBR,200,Europe and Eurasia,Europe,United Kingdom (UKG) is a Country/State actor (United Kingdom). ,19,28,Government of United Kingdom,https://ucdp.uu.se/actor/28,Government of the United Kingdom (2010-),Government of the United Kingdom (2010-),"Implementation, 10 June 2003",114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Interstate/mixed,Implementation,2003-06-10,2003,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",https://pax.peaceagreements.org/agreements/1154/,https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/1154/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf"" target=""_blank"">View agreement PDF</a>",LKA,,352,Russia
1,C1,4727,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka (10/06/2003),third party,CON_4,Spain,SPN,CON,Country/State,,Spain,ESP,230,Europe and Eurasia,Europe,Spain (SPN) is a Country/State actor (Spain). ,4,35,Government of Spain,https://ucdp.uu.se/actor/35,Government of Spain (2020-),Government of Spain (2020-),"Implementation, 10 June 2003",114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Interstate/mixed,Implementation,2003-06-10,2003,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",https://pax.peaceagreements.org/agreements/1154/,https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/1154/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf"" target=""_blank"">View agreement PDF</a>",LKA,,352,Russia
1,C1,4721,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka (10/06/2003),third party,CON_289,Iran (Islamic Republic of),IRN,CON,Country/State,,Iran,IRN,630,Middle East and North Africa,Asia,Iran (Islamic Republic of) (IRN) is a Country/State actor (Iran). ,289,114,Government of Iran,https://ucdp.uu.se/actor/114,Government of Iran (1989-),Government of Iran (1989-),"Implementation, 10 June 2003",114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Interstate/mixed,Implementation,2003-06-10,2003,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",https://pax.peaceagreements.org/agreements/1154/,https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/1154/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf"" target=""_blank"">View agreement PDF</a>",LKA,,352,Russia
1,C1,4725,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka (10/06/2003),third party,CON_276,New Zealand,NEW,CON,Country/State,,New Zealand,NZL,920,Asia and Pacific,Oceania,New Zealand (NEW) is a Country/State actor (New Zealand). ,276,158,Government of New Zealand,https://ucdp.uu.se/actor/158,Government of New Zealand (2017-),Government of New Zealand (2017-),"Implementation, 10 June 2003",114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Interstate/mixed,Implementation,2003-06-10,2003,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",https://pax.peaceagreements.org/agreements/1154/,https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/1154/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf"" target=""_blank"">View agreement PDF</a>",LKA,,352,Russia
1,C1,4782,1154,Tokyo Declaration on Reconstruction and Development of Sri Lanka (10/06/2003),third party,IGO_673,World Food Program,WFP,IGO,Intergovernmental Organization,United Nations,,,,,,World Food Program (WFP) is a Intergovernmental Organization actor (international). ,673,,,,,,"Implementation, 10 June 2003",114,Sri Lanka LTTE 2002 onward process,Sri Lanka,Interstate/mixed,Implementation,2003-06-10,2003,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",https://pax.peaceagreements.org/agreements/1154/,https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf,"<a href=""https://pax.peaceagreements.org/agreements/1154/"" target=""_blank"">View on PA-X Database</a>","<a href=""https://pax.peaceagreements.org/media/documents/ag1154_56a6073e96e2a.pdf"" target=""_blank"">View agreement PDF</a>",LKA,,352,Russia
